effect_id,card_id,card_name,card_class,kind,ordinal,name,text,printed_cost,printed_damage,engine_source_path,engine_source_line_start,engine_source_line_end,engine_starter,engine_method_calls,engine_effect_tokens,generic_extraction,current_encoder,audit_status
card:474:attack:0,474,Team Rocket's Porygon2,pokemon,attack,0,R Command,This attack does 20 damage for each Supporter card that has “Team Rocket” in its name in your discard pile.,●●●,20×,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,5810,5814,attack,"[""attack"",""textEn"",""preEffect"",""eVal"",""targetTrash"",""targetSupporter"",""targetNameContains""]","[""AttackDamageChangeTargetCount"",""Me""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":20,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":3,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:506:attack:0,506,Cubchoo,pokemon,attack,0,Snotted Up,"During your opponent’s next turn, the Defending Pokémon can’t use attacks.",{W},10,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,6149,6153,attack,"[""attack"",""textEn"",""postEffectActiveEnemy""]","[""CannotAttackNextTurn""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":1,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":1,""damage"":10,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:597:attack:0,597,Frillish,pokemon,attack,0,Oceanic Gloom,"During your opponent’s next turn, they can’t play any Item cards from their hand.",{P},20,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,7185,7189,attack,"[""attack"",""textEn"",""postEffect""]","[""CannotPlayItemNextTurn"",""Enemy""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":1,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":20,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":1,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:607:attack:0,607,Terrakion,pokemon,attack,0,Retaliate,"If any of your Pokémon were Knocked Out by damage from an attack during your opponent’s last turn, this attack does 80 more damage.",{F}●,50,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,7294,7299,attack,"[""attack"",""textEn"",""setPreEffect"",""condition"",""preEffectAttackDamageChange""]","[""ConditionType"",""KoAttackDamagePreEnemyTurn""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":1,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":50,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":2,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":1,""snipe"":0},""reason"":null}",pending
card:607:attack:1,607,Terrakion,pokemon,attack,1,Land Crush,,{F}{F}●,100,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,7299,7302,attack,"[""attack"",""textEn""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":100,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":3,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:646:attack:0,646,Marnie's Impidimp,pokemon,attack,0,Filch,Draw a card.,●,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,7741,7745,attack,"[""attack"",""textEn"",""setPostEffect"",""effectDraw""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":1,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":1,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:646:attack:1,646,Marnie's Impidimp,pokemon,attack,1,Corkscrew Punch,,{D},10,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,7745,7748,attack,"[""attack"",""textEn""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":10,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:647:attack:0,647,Marnie's Morgrem,pokemon,attack,0,Corkscrew Punch,,{D}{D},60,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,7754,7757,attack,"[""attack"",""textEn""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":60,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":2,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:648:ability:0,648,Marnie's Grimmsnarl ex,pokemon,ability,0,[Ability] Punk Up,"When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may search your deck for up to 5 Basic {D} Energy cards and attach them to your Marnie’s Pokémon in any way you like. Then, shuffle your deck.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,7763,7768,abilityEvolve,"[""abilityEvolve"",""textEn"",""effectSelectAttachBasicEnergyDeck"",""targetCardId"",""effectAttachFromEach"",""targetPokemon"",""targetCondition"",""effectShuffle""]","[""DARKNESS_ENERGY"",""TargetType"",""Marnie"",""Me""]","{""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":5,""switch"":0},""status"":""parsed""}","{""included"":true,""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":5,""energy_bench"":5,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":5,""switch"":0},""reason"":null}",pending
card:648:attack:0,648,Marnie's Grimmsnarl ex,pokemon,attack,0,Shadow Bullet,This attack also does 30 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{D}{D},180,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,7768,7772,attack,"[""attack"",""textEn"",""postEffectDamageBench""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":30},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":180,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":2,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":30},""reason"":null}",pending
card:649:attack:0,649,Marnie's Morpeko,pokemon,attack,0,Spiky Wheel,This attack does 40 more damage for each {D} Energy attached to this Pokémon.,●●●,20,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,7777,7781,attack,"[""attack"",""textEn"",""preEffectMe"",""eVal""]","[""AttackDamageChangeTypeEnergyCount""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":20,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":3,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:655:attack:0,655,Celebi,pokemon,attack,0,Traverse Time,"Search your deck for up to 3 in any combination of {G} Pokémon and Stadium cards, reveal them, and put them into your hand. Then, shuffle your deck.",{G},,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,7837,7841,attack,"[""attack"",""textEn"",""setPostEffect"",""effectDeckToHandAndShuffle"",""targetCondition""]","[""TargetType"",""EnergyTypePokemonOrStadium""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:655:attack:1,655,Celebi,pokemon,attack,1,Solar Cutter,,{G},30,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,7841,7844,attack,"[""attack"",""textEn""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":30,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:666:ability:0,666,Cinderace,pokemon,ability,0,[Ability] Explosiveness,"If this Pokémon is in your hand when you are setting up to play, you may put it face down in the Active Spot.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,7959,7962,abilityBattleField,"[""abilityBattleField"",""textEn"",""toActiveOnlySetup""]",[],"{""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""status"":""parsed""}","{""included"":true,""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""reason"":null}",pending
card:666:attack:0,666,Cinderace,pokemon,attack,0,Turbo Flare,"Search your deck for up to 3 Basic Energy cards and attach them to your Benched Pokémon in any way you like. Then, shuffle your deck.",●,50,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,7962,7967,attack,"[""attack"",""textEn"",""setPostEffect"",""effectDeckAttachEnergyBenchAndShuffle"",""targetBasicEnergy""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":3,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":50,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":3,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:673:attack:0,673,Makuhita,pokemon,attack,0,Corkscrew Punch,,{F},10,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,8027,8029,attack,"[""attack"",""textEn""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":10,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:673:attack:1,673,Makuhita,pokemon,attack,1,Confront,,{F}{F},30,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,8029,8032,attack,"[""attack"",""textEn""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":30,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":2,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:674:ability:0,674,Hariyama,pokemon,ability,0,[Ability] Heave-Ho Catcher,"Once during your turn, when you play this Pokémon from your hand to evolve 1 of your Pokémon, you may use this Ability. Switch in 1 of your opponent’s Benched Pokémon to the Active Spot.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,8037,8040,abilityEvolve,"[""abilityEvolve"",""textEn"",""effectSwitchEnemyBench""]",[],"{""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":1,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""status"":""parsed""}","{""included"":true,""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":1,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""reason"":null}",pending
card:674:attack:0,674,Hariyama,pokemon,attack,0,Wild Press,This Pokémon also does 70 damage to itself.,{F}{F}{F},210,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,8040,8044,attack,"[""attack"",""textEn"",""postEffectDamageMe""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":70,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":210,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":3,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":70,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:675:ability:0,675,Lunatone,pokemon,ability,0,[Ability] Lunar Cycle,"Once during your turn, if you have Solrock in play, you may discard a Basic {F} Energy card from your hand in order to use this Ability. Draw 3 cards. You can’t use more than 1 Lunar Cycle Ability each turn.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,8048,8054,activateSkillOnceTurn,"[""activateSkillOnceTurn"",""textEn"",""existPokemon"",""targetName"",""conditionNoSameNameSkillThisTurn"",""costHandTrashLimited"",""targetCardId"",""effectDraw""]","[""FIGHTING_ENERGY""]","{""raw"":{""barrier"":0,""damage"":0,""draw"":3,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""status"":""parsed""}","{""included"":true,""raw"":{""barrier"":0,""damage"":0,""draw"":3,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""reason"":null}",pending
card:675:attack:0,675,Lunatone,pokemon,attack,0,Power Gem,,{F}{F},50,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,8054,8057,attack,"[""attack"",""textEn""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":50,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":2,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:676:attack:0,676,Solrock,pokemon,attack,0,Cosmic Beam,"If you don’t have Lunatone on your Bench, this attack does nothing. This attack’s damage isn’t affected by Weakness or Resistance.",{F},70,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,8061,8067,attack,"[""attack"",""textEn"",""preEffectFailAttack"",""existMyBench"",""targetName"",""noTargetWeaknessResistance""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":70,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:677:attack:0,677,Riolu,pokemon,attack,0,Accelerating Stab,"During your next turn, this Pokémon can’t use Accelerating Stab.",{F},30,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,8071,8075,attack,"[""attack"",""textEn"",""postEffectMe""]","[""CannotUseThisAttackNextTurn""]","{""raw"":{""conditional"":0,""cooldown"":1,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":1,""counter_snipe"":0,""cubchoo"":0,""damage"":30,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:678:attack:0,678,Mega Lucario ex,pokemon,attack,0,Aura Jab,Attach up to 3 Basic {F} Energy cards from your discard pile to your Benched Pokémon in any way you like.,{F},130,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,8080,8085,attack,"[""attack"",""textEn"",""setPostEffect"",""effectSelectAttachBasicEnergyTrash"",""targetCardId"",""effectAttachFromEach"",""targetBench""]","[""FIGHTING_ENERGY""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":3,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":130,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":3,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:678:attack:1,678,Mega Lucario ex,pokemon,attack,1,Mega Brave,"During your next turn, this Pokémon can’t use Mega Brave.",{F}{F},270,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,8085,8089,attack,"[""attack"",""textEn"",""postEffectMe""]","[""CannotUseThisAttackNextTurn""]","{""raw"":{""conditional"":0,""cooldown"":1,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":1,""counter_snipe"":0,""cubchoo"":0,""damage"":270,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":2,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:689:attack:0,689,Yveltal,pokemon,attack,0,Clutch,"During your opponent’s next turn, the Defending Pokémon can’t retreat.",{D},20,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,8194,8197,attack,"[""attack"",""textEn"",""postEffectActiveEnemy""]","[""CannotRetreatNextTurn""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":1,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":20,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":1,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:689:attack:1,689,Yveltal,pokemon,attack,1,Dark Feather,,{D}{D}●,110,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,8197,8200,attack,"[""attack"",""textEn""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":110,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":3,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:709:attack:0,709,Bayleef,pokemon,attack,0,Push Down,Switch out your opponent’s Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.),{G}●,50,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,8419,8424,attack,"[""attack"",""textEn"",""setPostEffect"",""effectSwitch"",""enemySelect"",""effectTargetActive""]","[""Enemy""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":50,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":2,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
