card_id,card_name,card_class,subtype,metadata_resolved,dataset_dates,source_archives,games_with_card,decks_with_card,total_copies,min_copies_in_containing_deck,max_copies_in_containing_deck,first_dataset_date,last_dataset_date,per_date
434,Team Rocket's Mimikyu,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1208,1213,3237,1,3,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":451,""games_with_card"":451,""total_copies"":1353},""2026-07-13"":{""decks_with_card"":510,""games_with_card"":505,""total_copies"":1530},""2026-07-14"":{""decks_with_card"":252,""games_with_card"":252,""total_copies"":354}}"
463,Team Rocket's Murkrow,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",16,16,64,4,4,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":6,""games_with_card"":6,""total_copies"":24},""2026-07-13"":{""decks_with_card"":10,""games_with_card"":10,""total_copies"":40}}"
473,Team Rocket's Porygon,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",16,16,32,2,2,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":6,""games_with_card"":6,""total_copies"":12},""2026-07-13"":{""decks_with_card"":10,""games_with_card"":10,""total_copies"":20}}"
474,Team Rocket's Porygon2,pokemon,Stage 1 Pokémon,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",16,16,32,2,2,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":6,""games_with_card"":6,""total_copies"":12},""2026-07-13"":{""decks_with_card"":10,""games_with_card"":10,""total_copies"":20}}"
506,Cubchoo,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",227,227,908,4,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":176,""games_with_card"":176,""total_copies"":704},""2026-07-13"":{""decks_with_card"":50,""games_with_card"":50,""total_copies"":200},""2026-07-14"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":4}}"
597,Frillish,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",53,53,53,1,1,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":25,""games_with_card"":25,""total_copies"":25},""2026-07-13"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":1},""2026-07-14"":{""decks_with_card"":27,""games_with_card"":27,""total_copies"":27}}"
607,Terrakion,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",118,118,118,1,1,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":84,""games_with_card"":84,""total_copies"":84},""2026-07-13"":{""decks_with_card"":34,""games_with_card"":34,""total_copies"":34}}"
646,Marnie's Impidimp,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",3583,3774,15096,4,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":955,""games_with_card"":920,""total_copies"":3820},""2026-07-13"":{""decks_with_card"":1444,""games_with_card"":1368,""total_copies"":5776},""2026-07-14"":{""decks_with_card"":1375,""games_with_card"":1295,""total_copies"":5500}}"
647,Marnie's Morgrem,pokemon,Stage 1 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",3583,3774,9831,2,3,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":955,""games_with_card"":920,""total_copies"":2346},""2026-07-13"":{""decks_with_card"":1444,""games_with_card"":1368,""total_copies"":3775},""2026-07-14"":{""decks_with_card"":1375,""games_with_card"":1295,""total_copies"":3710}}"
648,Marnie's Grimmsnarl ex,pokemon,Stage 2 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",3583,3774,12396,3,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":955,""games_with_card"":920,""total_copies"":3344},""2026-07-13"":{""decks_with_card"":1444,""games_with_card"":1368,""total_copies"":4717},""2026-07-14"":{""decks_with_card"":1375,""games_with_card"":1295,""total_copies"":4335}}"
649,Marnie's Morpeko,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",204,204,407,1,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":81,""games_with_card"":81,""total_copies"":161},""2026-07-13"":{""decks_with_card"":118,""games_with_card"":118,""total_copies"":236},""2026-07-14"":{""decks_with_card"":5,""games_with_card"":5,""total_copies"":10}}"
655,Celebi,pokemon,Basic Pokémon,True,"[""2026-07-12""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip""]",1,1,4,4,4,2026-07-12,2026-07-12,"{""2026-07-12"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":4}}"
666,Cinderace,pokemon,Stage 2 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",940,942,2320,2,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":144,""games_with_card"":144,""total_copies"":366},""2026-07-13"":{""decks_with_card"":382,""games_with_card"":380,""total_copies"":1096},""2026-07-14"":{""decks_with_card"":416,""games_with_card"":416,""total_copies"":858}}"
673,Makuhita,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",40,40,52,1,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":6,""games_with_card"":6,""total_copies"":11},""2026-07-13"":{""decks_with_card"":9,""games_with_card"":9,""total_copies"":11},""2026-07-14"":{""decks_with_card"":25,""games_with_card"":25,""total_copies"":30}}"
674,Hariyama,pokemon,Stage 1 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",40,40,52,1,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":6,""games_with_card"":6,""total_copies"":11},""2026-07-13"":{""decks_with_card"":9,""games_with_card"":9,""total_copies"":11},""2026-07-14"":{""decks_with_card"":25,""games_with_card"":25,""total_copies"":30}}"
675,Lunatone,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",193,194,432,2,3,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":111,""games_with_card"":110,""total_copies"":252},""2026-07-13"":{""decks_with_card"":41,""games_with_card"":41,""total_copies"":89},""2026-07-14"":{""decks_with_card"":42,""games_with_card"":42,""total_copies"":91}}"
676,Solrock,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",193,194,578,2,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":111,""games_with_card"":110,""total_copies"":333},""2026-07-13"":{""decks_with_card"":41,""games_with_card"":41,""total_copies"":121},""2026-07-14"":{""decks_with_card"":42,""games_with_card"":42,""total_copies"":124}}"
677,Riolu,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",168,169,673,3,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":107,""games_with_card"":106,""total_copies"":425},""2026-07-13"":{""decks_with_card"":25,""games_with_card"":25,""total_copies"":100},""2026-07-14"":{""decks_with_card"":37,""games_with_card"":37,""total_copies"":148}}"
678,Mega Lucario ex,pokemon,Stage 1 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",173,174,688,3,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":107,""games_with_card"":106,""total_copies"":427},""2026-07-13"":{""decks_with_card"":27,""games_with_card"":27,""total_copies"":106},""2026-07-14"":{""decks_with_card"":40,""games_with_card"":40,""total_copies"":155}}"
689,Yveltal,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",868,868,868,1,1,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":396,""games_with_card"":396,""total_copies"":396},""2026-07-13"":{""decks_with_card"":267,""games_with_card"":267,""total_copies"":267},""2026-07-14"":{""decks_with_card"":205,""games_with_card"":205,""total_copies"":205}}"
709,Bayleef,pokemon,Stage 1 Pokémon,True,"[""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",6,6,12,2,2,2026-07-13,2026-07-13,"{""2026-07-13"":{""decks_with_card"":6,""games_with_card"":6,""total_copies"":12}}"
710,Meganium,pokemon,Stage 2 Pokémon,True,"[""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",6,6,12,2,2,2026-07-13,2026-07-13,"{""2026-07-13"":{""decks_with_card"":6,""games_with_card"":6,""total_copies"":12}}"
741,Abra,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",10119,12588,50352,4,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":3609,""games_with_card"":3029,""total_copies"":14436},""2026-07-13"":{""decks_with_card"":4400,""games_with_card"":3498,""total_copies"":17600},""2026-07-14"":{""decks_with_card"":4579,""games_with_card"":3592,""total_copies"":18316}}"
742,Kadabra,pokemon,Stage 1 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",10119,12588,50352,4,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":3609,""games_with_card"":3029,""total_copies"":14436},""2026-07-13"":{""decks_with_card"":4400,""games_with_card"":3498,""total_copies"":17600},""2026-07-14"":{""decks_with_card"":4579,""games_with_card"":3592,""total_copies"":18316}}"
743,Alakazam,pokemon,Stage 2 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",10119,12588,49741,3,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":3609,""games_with_card"":3029,""total_copies"":14275},""2026-07-13"":{""decks_with_card"":4400,""games_with_card"":3498,""total_copies"":17368},""2026-07-14"":{""decks_with_card"":4579,""games_with_card"":3592,""total_copies"":18098}}"
745,Ralts,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",53,53,212,4,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":25,""games_with_card"":25,""total_copies"":100},""2026-07-13"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":4},""2026-07-14"":{""decks_with_card"":27,""games_with_card"":27,""total_copies"":108}}"
746,Kirlia,pokemon,Stage 1 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",53,53,159,3,3,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":25,""games_with_card"":25,""total_copies"":75},""2026-07-13"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":3},""2026-07-14"":{""decks_with_card"":27,""games_with_card"":27,""total_copies"":81}}"
747,Mega Gardevoir ex,pokemon,Stage 2 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",53,53,159,3,3,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":25,""games_with_card"":25,""total_copies"":75},""2026-07-13"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":3},""2026-07-14"":{""decks_with_card"":27,""games_with_card"":27,""total_copies"":81}}"
756,Mega Kangaskhan ex,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",5930,6477,25886,3,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":2234,""games_with_card"":2056,""total_copies"":8926},""2026-07-13"":{""decks_with_card"":2068,""games_with_card"":1894,""total_copies"":8268},""2026-07-14"":{""decks_with_card"":2175,""games_with_card"":1980,""total_copies"":8692}}"
791,Moltres,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",229,229,370,1,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":101,""games_with_card"":101,""total_copies"":202},""2026-07-13"":{""decks_with_card"":102,""games_with_card"":102,""total_copies"":142},""2026-07-14"":{""decks_with_card"":26,""games_with_card"":26,""total_copies"":26}}"
817,Bramblin,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",270,271,690,2,3,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":220,""games_with_card"":219,""total_copies"":588},""2026-07-13"":{""decks_with_card"":46,""games_with_card"":46,""total_copies"":92},""2026-07-14"":{""decks_with_card"":5,""games_with_card"":5,""total_copies"":10}}"
818,Brambleghast,pokemon,Stage 1 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",270,271,544,2,3,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":220,""games_with_card"":219,""total_copies"":442},""2026-07-13"":{""decks_with_card"":46,""games_with_card"":46,""total_copies"":92},""2026-07-14"":{""decks_with_card"":5,""games_with_card"":5,""total_copies"":10}}"
827,Carvanha,pokemon,Basic Pokémon,True,"[""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1,1,4,4,4,2026-07-14,2026-07-14,"{""2026-07-14"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":4}}"
828,Mega Sharpedo ex,pokemon,Stage 1 Pokémon,True,"[""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1,1,4,4,4,2026-07-14,2026-07-14,"{""2026-07-14"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":4}}"
829,Seviper,pokemon,Basic Pokémon,True,"[""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1,1,1,1,1,2026-07-14,2026-07-14,"{""2026-07-14"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":1}}"
833,Toxel,pokemon,Basic Pokémon,True,"[""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1,1,2,2,2,2026-07-14,2026-07-14,"{""2026-07-14"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":2}}"
834,Toxtricity,pokemon,Stage 1 Pokémon,True,"[""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1,1,2,2,2,2026-07-14,2026-07-14,"{""2026-07-14"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":2}}"
848,Buneary,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",273,273,633,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":174,""games_with_card"":174,""total_copies"":394},""2026-07-13"":{""decks_with_card"":71,""games_with_card"":71,""total_copies"":208},""2026-07-14"":{""decks_with_card"":28,""games_with_card"":28,""total_copies"":31}}"
849,Mega Lopunny ex,pokemon,Stage 1 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",273,273,607,1,3,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":174,""games_with_card"":174,""total_copies"":388},""2026-07-13"":{""decks_with_card"":71,""games_with_card"":71,""total_copies"":189},""2026-07-14"":{""decks_with_card"":28,""games_with_card"":28,""total_copies"":30}}"
860,Snorunt,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",3313,3461,7762,2,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":564,""games_with_card"":557,""total_copies"":1241},""2026-07-13"":{""decks_with_card"":1329,""games_with_card"":1275,""total_copies"":2982},""2026-07-14"":{""decks_with_card"":1568,""games_with_card"":1481,""total_copies"":3539}}"
861,Mega Froslass ex,pokemon,Stage 1 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",782,782,2298,2,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":109,""games_with_card"":109,""total_copies"":331},""2026-07-13"":{""decks_with_card"":270,""games_with_card"":270,""total_copies"":758},""2026-07-14"":{""decks_with_card"":403,""games_with_card"":403,""total_copies"":1209}}"
891,Team Rocket's Honchkrow,pokemon,Stage 1 Pokémon,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",16,16,64,4,4,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":6,""games_with_card"":6,""total_copies"":24},""2026-07-13"":{""decks_with_card"":10,""games_with_card"":10,""total_copies"":40}}"
906,N's Zekrom,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",12,12,15,1,2,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":10,""games_with_card"":10,""total_copies"":12},""2026-07-13"":{""decks_with_card"":2,""games_with_card"":2,""total_copies"":3}}"
917,Chikorita,pokemon,Basic Pokémon,True,"[""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",6,6,12,2,2,2026-07-13,2026-07-13,"{""2026-07-13"":{""decks_with_card"":6,""games_with_card"":6,""total_copies"":12}}"
